name_en,name_nl,name_de,Google Dutch,Dutch Translator,Google German,German Translator
Tyre Fitter,Tire Fitter,Reifen Fitter,Tire Fitter,Bandenmonteur,Reifen Fitter,Reifenmonteur
Product Director,product Director,Product Director,product Director,Product Directeur,Product Director,Produktdirektor
Media Officer,media Officer,Medienbeauftragter,media Officer,Mediafunctionaris,Medienbeauftragter,Medienbeauftragter
International Marketing Manager,International Marketing Manager,International Marketing-Manager,International Marketing Manager,Internationale Marketingmanager,International Marketing-Manager,Internationaler Marketingmanager
B2B Marketing Manager,B2B Marketing Manager,B2B Marketing Manager,B2B Marketing Manager,B2B-marketingmanager,B2B Marketing Manager,B2B Marketing Manager
Stores Assistant,winkels Assistant,Shops Assistent,winkels Assistant,Winkel Assistent,Shops Assistent,Filialassistent
Presentation Designer,presentatie Designer,Presentation Designer,presentatie Designer,Presentatie Ontwerper,Presentation Designer,Präsentations-Designer
Maths Graduates,wiskunde Afgestudeerden,Mathematik Absolventen,wiskunde Afgestudeerden,Afgestudeerden wiskunde,Mathematik Absolventen,Mathematik-Absolventen
Events Sales Assistants,Events Sales Assistants,Veranstaltungen Vertrieb Assistants,Events Sales Assistants,Assistent verkoop evenementen,Veranstaltungen Vertrieb Assistants,Event-Vertriebsassistent
Clinical Lead Nurse,Klinische Lead Nurse,Clinical Lead-Krankenschwester,Klinische Lead Nurse,Klinisch Hoofd Verpleegkundige,Clinical Lead-Krankenschwester,Klinische Oberschwester
Financial Crime Analyst,Financial Crime Analyst,Financial Crime Analyst,Financial Crime Analyst,Financieel misdrijf analist,Financial Crime Analyst,Analyst für Finanzkriminalität
Telescopic Forklift Driver,Verreikers Driver,Teleskopstaplerfahrer,Verreikers Driver,Telescoopvorkheftruckchauffeur,Teleskopstaplerfahrer,Teleskopstaplerfahrer
Helpdesk Operator,helpdesk Operator,Helpdesk Operator,helpdesk Operator,Helpdesk Medewerker,Helpdesk Operator,Helpdesk Operator
Key Stage 1 Phase Leader,Key Stage 1 Phase Leader,Key Stage 1 Phase Leiter,Key Stage 1 Phase Leader,Faseleider Fase 1,Key Stage 1 Phase Leiter,Key Stage 1 Phase Leader
Materials Engineer,,Materialingenieur,,Materiaal Ingenieur,Materialingenieur,Werkstoffingenieur
Advertising Sales Manager,Advertising Sales Manager,Anzeigenverkäufer,Advertising Sales Manager,Manager Advertentieverkoop,Anzeigenverkäufer,Anzeigenverkaufsleiter
Real Estate Investment Analyst,Real Estate Investment Analyst,Real Estate Investment Analyst,Real Estate Investment Analyst,Vastgoed Investerings Analist,Real Estate Investment Analyst,Immobilien-Investment-Analyst
Debt Advisory Analyst,Debt Advisory Analyst,Debt Advisory Analyst,Debt Advisory Analyst,Analist schuldadvies,Debt Advisory Analyst,Analyst für Schuldnerberatung
Housing Support Worker,Housing Administratief Medewerker,Housing Support Worker,Housing Administratief Medewerker,Ondersteunend Medewerker Huisvesting,Housing Support Worker,Housing Support Worker
Electronics Production Engineer,Electronics Production Engineer,Electronics Production Engineer,Electronics Production Engineer,Elektronica productie ingenieur,Electronics Production Engineer,Elektronik-Produktionsingenieur
Interior Architect,Interieur architect,Innenarchitekt,Interieur architect,Interieurarchitect,Innenarchitekt,Innenarchitekt
Affiliate Marketing Manager,Affiliate Marketing Manager,Affiliate Marketing Manager,Affiliate Marketing Manager,Filiaal Marketing Manager,Affiliate Marketing Manager,Affiliate Marketing Manager
IT Recruiter,IT Recruiter,IT Recruiter,IT Recruiter,IT Rekruteerder,IT Recruiter,IT-Personalreferent
Chef de Rang,Chef de Rang,Chef de Rang,Chef de Rang,Chef de Rang,Chef de Rang,Chef de Rang
Finance Broker,Finance Broker,Finance Broker,Finance Broker,Financiële Makelaar,Finance Broker,Finanzmakler
Legal Executive,Juridische uitvoerende,Legal Executive,Juridische uitvoerende,Juridisch medewerker,Legal Executive,Juristische Führungskraft
Kitchen Fitter,Kitchen Fitter,Küchenmonteur,Kitchen Fitter,Keukenmonteur,Küchenmonteur,Küchenmonteur
Minibus Driver,,Kleinbusfahrer,,Minibus chauffeur,Kleinbusfahrer,Minibus-Fahrer
Mental Health Social Worker,Mental Health Social Worker,Psychische Gesundheit Sozialarbeiter,Mental Health Social Worker,Maatschappelijk werker geestelijke gezondheidszorg,Psychische Gesundheit Sozialarbeiter,Sozialarbeiter für geistige Gesundheit
Cricket Coach,Cricket Coach,Cricket Coach,Cricket Coach,Krekel Coach,Cricket Coach,Cricket-Trainer
Policy Manager,Policy Manager,Policy Manager,Policy Manager,Beleidsmanager,Policy Manager,Policy Manager
Coach,Trainer,Trainer,Trainer,Coach,Trainer,Coach
Head of Analytics,Head of Analytics,Head of Analytics,Head of Analytics,Hoofd Analyse,Head of Analytics,Analyse-Leiter
Supplier Relationship Manager,,Manager für Lieferantenbeziehungen,,Relatiebeheerder leveranciers,Manager für Lieferantenbeziehungen,Supplier Relationship Manager
Billing Analyst,Billing Analyst,Billing Analyst,Billing Analyst,Analist facturering,Billing Analyst,Abrechnungsanalyst
Packaging Artworker,Verpakking Artworker,Verpackung Artworker,Verpakking Artworker,Verpakkings Artworker,Verpackung Artworker,Verpackungskünstler
Events Administrator,Evenementen Administrator,Events Administrator,Evenementen Administrator,Evenementen Administrateur,Events Administrator,Event-Administrator
Clinical Team Leader,Clinical Team Leader,Klinisches Team Leader,Clinical Team Leader,Klinisch teamleider,Klinisches Team Leader,Klinischer Teamleiter
Private Client Associate,Private Client Associate,Private Client Mitarbeiter,Private Client Associate,Medewerker particuliere cliënten,Private Client Mitarbeiter,Privatkundenbetreuer
Area Installation Manager,Area Installatie Manager,Bereich Installation Manager,Area Installatie Manager,Rayonmanager Installatie,Bereich Installation Manager,Bereichsleiter Installation
European VAT Manager,Europese btw Manager,Europäischer Mehrwertsteuer-Manager,Europese btw Manager,Europese BTW-manager,Europäischer Mehrwertsteuer-Manager,European VAT Manager
Inventory Planner,Inventory Planner,Inventar-Planer,Inventory Planner,Inventaris Planner,Inventar-Planer,Inventarplaner
Female PE Teacher,Vrouw PE leraar,Weiblich PE Lehrer,,,Weiblich PE Lehrer,Sportlehrerin
SEN English Teacher,SEN Docent Engels,SEN Englischlehrer,SEN Docent Engels,SEN leraar Engels,SEN Englischlehrer,Sonderschullehrer für Englisch
Corporate Field Sales,Collectieve Field Sales,Corporate Field Sales,Collectieve Field Sales,Zakelijke Verkoop Buitendienst,Corporate Field Sales,Vertriebsaußendienst
Wholesale Sales Executive,Wholesale Sales Executive,Großhandel Sales Executive,Wholesale Sales Executive,Verkoop groothandel,Großhandel Sales Executive,Großhandel-Verkaufsleiter
Client Development Manager,Client Development Manager,Client Development Manager,Client Development Manager,Klant Ontwikkelings Manager,Client Development Manager,Manager für Kundenentwicklung
Client Support Executive,Client Support Executive,Client Support Executive-,Client Support Executive,Klantenondersteuning Executive,Client Support Executive-,Leiter Kundenbetreuung
Construction Buyer,bouw Buyer,Bau Käufer,bouw Buyer,Bouw inkoper,Bau Käufer,Einkäufer Bereich Bau
Farm Manager,Farm Manager,Bauernhof-Manager,Farm Manager,Bedrijfsleider,Bauernhof-Manager,Farmmanager
Accounting Assistant,Assistent Accountant,Account Assistent,Assistent Accountant,Assistent Accountant,Account Assistent,Assistent der Buchhaltung
Community Care Assistant,,Gemeinde-Pflegeassistent,,Assistent gemeenschapszorg,Gemeinde-Pflegeassistent,Community Care Assistent
Operations Project Manager,,Bauleiter,,Operationeel projectmanager,Bauleiter,Einsatz-Projektleiter
Client Relations Associate,Client Relations Associate,Kundenbeziehungen Mitarbeiter,Client Relations Associate,Klantrelatie medewerker,Kundenbeziehungen Mitarbeiter,Mitarbeiter Kundenbeziehungen
Plant Operator,Plant Operator,Anlagenbetreiber,Plant Operator,Bedieningspersoneel,Anlagenbetreiber,Anlagenbetreiber
Cost Analyst,cost Analyst,Cost Analyst,cost Analyst,Kostenanalist,Cost Analyst,Kostenanalyst
Medical Editor,medische Editor,Medical Editor,medische Editor,Medisch redacteur,Medical Editor,Medizinischer Redakteur
Acoustics Engineer,Akoestisch ingenieur,Akustikingenieur,Akoestisch ingenieur,Akoestisch Ingenieur,Akustikingenieur,Akustik-Ingenieur
Microbiology Technician,,Techniker für Mikrobiologie,,Microbiologie Technicus,Techniker für Mikrobiologie,Techniker für Mikrobiologie
Pharmacy Dispenser,,Apothekenverteiler,,Apotheek Bediende,Apothekenverteiler,Apotheken-Dispenser
Food Buyer,Eten Buyer,Lebensmittel Käufer,Eten Buyer,Voedselinkoper,Lebensmittel Käufer,Lebensmitteleinkäufer
Infrastructure Compliance Officer,Infrastructuur Compliance Officer,Infrastruktur Compliance Officer,Infrastructuur Compliance Officer,Infrastructuurbeveiligingsmedewerker,Infrastruktur Compliance Officer,Infrastruktur-Kontrollbeamter
Building Services Design Engineer,Building Services Design Engineer,Gebäudetechnik Design Engineer,Building Services Design Engineer,Gebouw Diensten Ontwerp Ingenieur,Gebäudetechnik Design Engineer,Design-Ingenieur für Gebäudetechnik
Talent Manager,Talent manager,Talent manager,Talent manager,Talentmanager,Talent manager,Talent-Manager
Dynamics NAV Developer,Dynamics NAV Developer,Dynamics NAV Entwickler,Dynamics NAV Developer,Dynamisch NAV Ontwikkelaar,Dynamics NAV Entwickler,Dynamics NAV-Entwickler
Electrical Assembler,elektrische Assembler,Elektrische Assembler,elektrische Assembler,Assembleur Elektro,Elektrische Assembler,Elektromonteur
Planning Director,planning Director,Baudirektor,planning Director,Planning Directeur,Baudirektor,Planungsleiter
IT Risk Manager,IT Risk Manager,IT Risk Manager,IT Risk Manager,IT Risicomanager,IT Risk Manager,IT-Risiko-Manager
Sociology Teacher,Sociologie,Soziologie-Lehrer,Sociologie,Docent sociologie,Soziologie-Lehrer,Soziologie-Lehrer
Automotive Service Centre Manager,Automotive Service Center Manager,Automotive Service Center Manager,Automotive Service Center Manager,Automobiel Service Centrum Manager,Automotive Service Center Manager,Kfz-Servicezentrum-Leiter
Financial Controls Manager,Financial Controls Manager,Finanzkontrolle-Manager,Financial Controls Manager,Financieel Controle Manager,Finanzkontrolle-Manager,Manager für Finanzkontrollen
Financial Sales Consultant,Financial Sales Consultant,Finanz Sales Consultant,Financial Sales Consultant,Financieel Verkoopadviseur,Finanz Sales Consultant,Finanz-Vertriebsberater
Transaction Manager,Transaction Manager,Transaction Manager,Transaction Manager,Transactie Manager,Transaction Manager,Transaktionsmanager
EMEA Business Manager,EMEA Business Manager,EMEA Business Manager,EMEA Business Manager,EMEA Bedrijfsmanager,EMEA Business Manager,EMEA Business Manager
Commercial Sales Executive,Commercial Sales Executive,Kommerzielle Sales Executive,Commercial Sales Executive,Commercieel Verkoop Directie,Kommerzielle Sales Executive,Gewerblicher Verkaufsleiter
Actuarial Manager,Actuariële Manager,Aktuarischer Manager,Actuariële Manager,Actuarieel Manager,Aktuarischer Manager,Versicherungsmathematischer Leiter
Aircraft Cleaner,Vliegtuig schoonmarker,Flugzeugreiniger,Vliegtuig schoonmarker,Vliegtuig Schoonmaker,Flugzeugreiniger,Reinigungskraft für Flugzeuge
Investment Operations Analyst,Investment Operations Analyst,Analyst für Anlagentätigkeit,Investment Operations Analyst,Analist investeringsactiviteiten,Analyst für Anlagentätigkeit,Investment Operations Analyst
Development Executive,Development Executive,Entwicklung Vorstand,Development Executive,Ontwikkeling Uitvoerder,Entwicklung Vorstand,Entwicklungsleiter
CRM Specialist,CRM Specialist,CRM-Spezialist,CRM Specialist,CRM-specialist,CRM-Spezialist,CRM-Spezialist
Showroom Manager,showroom Manager,Showroom-Manager,showroom Manager,Showroom Manager,Showroom-Manager,Showroom-Manager
Business Centre Manager,Business Center Manager,Business Center-Manager,Business Center Manager,Bedrijfs Centrum Manager,Business Center-Manager,Business Center-Manager
Head of Commercial,Head of Commercial,Leiter Commercial,Head of Commercial,Hoofd Commercie,Leiter Commercial,Kaufmännischer Leiter
Repair Technician,Repair Technician,Reparaturtechniker,Repair Technician,Reparatie Technicus,Reparaturtechniker,Reparaturtechniker
Collections Agent,,Inkassobeauftragter,,Incassomedewerker,Inkassobeauftragter,Inkassobeauftragter
Engine Test Technician,Engine Test Technician,Motortest-Techniker,Engine Test Technician,Motor Test Technicus,Motortest-Techniker,Motorprüftechniker
Project Support Analyst,Project Support Analyst,Project Support Analyst,Project Support Analyst,Project ondersteunings analist,Project Support Analyst,Projekt-Support-Analyst
Account Administrator,Accountbeheerder,Account Administrator,Accountbeheerder,Accountbeheerder,Account Administrator,Account-Administrator
Aircraft Mechanic,Vliegtuig monteur,Flugzeugmechaniker,Vliegtuig monteur,Vliegtuig monteur,Flugzeugmechaniker,Flugzeugmechaniker
Syndicate Accountant,Syndicate Accountant,Syndicate Accountant,Syndicate Accountant,Syndicaat Accountant,Syndicate Accountant,Syndikats-Buchhalter
School Nurse,Schoolzuster,Schulkrankenschwester,Schoolzuster,School Verpleegkundige,Schulkrankenschwester,Schulschwester
Planning Policy Officer,Planning Policy Officer,Planung Policy Officer,Planning Policy Officer,Planning beleidsmedewerker,Planung Policy Officer,Mitarbeiter Planungsrichtlinien
Content Strategist,Content Strategist,Inhalt Strategist,Content Strategist,Content Strateeg,Inhalt Strategist,Content-Stratege
Marketing Automation Manager,Marketing Automation Manager,Marketing Automation Manager,Marketing Automation Manager,Marketing Automatisering Manager,Marketing Automation Manager,Marketing-Automatisierungsmanager
Agency Nurse,Agency Nurse,Agentur Krankenschwester,Agency Nurse,Verpleegkundige,Agentur Krankenschwester,Leasingschwester
Welding Engineer,,Schweißfachingenieur,,Lasingenieur,Schweißfachingenieur,Schweißfachingenieur
Risk & Compliance Manager,Risk & Compliance Manager,Risk & Compliance Manager,Risk & Compliance Manager,Risico & Naleving Manager,Risk & Compliance Manager,Risk & Compliance Manager
Test Centre Administrator,Test Center Administrator,Test Center Administrator,Test Center Administrator,Testcentrum Administrateur,Test Center Administrator,Test Center-Administrator
Infrastructure Private Equity Analyst,Infrastructure Private Equity Analyst,Infrastruktur Private Equity Analyst,Infrastructure Private Equity Analyst,Infrastructuur privaat vermogens analist,Infrastruktur Private Equity Analyst,Infrastructure Private Equity Analyst
Technical Data Analyst,Technische Data Analyst,Technische Daten Analyst,Technische Data Analyst,Technisch gegevensanalist,Technische Daten Analyst,Technischer Datenanalyst
Advanced Nurse Practitioner,Gevorderde verpleegkundige,Erweiterte Nurse Practitioner,Gevorderde verpleegkundige,Verpleegkundige,Erweiterte Nurse Practitioner,Advanced Nurse Practitioner
COO,,Chief Operating Officer,,COO,Chief Operating Officer,COO
Nurse Manager,,Pflegedienstleiter,,Verpleegkundige Manager,Pflegedienstleiter,Oberschwester
Technical Pre-Sales Consultant,,,,Technisch pre-sales adviseur,,Technischer Pre-Sales-Berater
Clinic Manager,Clinic Manager,Klinik-Manager,Clinic Manager,Kliniek Manager,Klinik-Manager,Klinikleiter
Windows Engineer,Windows Engineer,Windows-Ingenieur,Windows Engineer,Windows Ingenieur,Windows-Ingenieur,Fenstertechniker
Switchboard Operator,telefoniste,Telefonistin,telefoniste,Telefoniste,Telefonistin,Telefonist
Funds Lawyer,fondsen Advocaat,Fonds Rechtsanwalt,fondsen Advocaat,Fondsen Jurist,Fonds Rechtsanwalt,Fonds-Anwalt
Fraud Agent,fraude Agent,Fraud-Agent,fraude Agent,Fraude agent,Fraud-Agent,Fraud Agent
